	Mo.Ly6C+.Bl#1	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C+.Bl.KPd28#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd28#3
Rbx1	450	173	401	121	229	78	0	381	318
Rc3h1	931	334	931	249	569	149	0	688	719
Rc3h2	532	309	522	273	471	123	0	526	428
Rcan1	123	27	51	18	443	20	0	80	481
Rcan2	4	2	7	0	2	1	0	13	7
Rcan3	201	74	125	32	70	16	0	154	149
Rcbtb1	211	88	218	27	113	34	0	129	93
Rcbtb2	349	175	395	148	443	62	0	467	695
Rcc1	125	54	135	36	69	15	0	119	145
Rcc1l	65	29	27	4	20	0	0	54	39
Rcc2	202	58	140	40	108	21	0	136	204
Rccd1	12	11	4	3	10	1	0	11	29
Rce1	190	91	140	45	109	25	0	186	214
Rchy1	727	283	572	170	272	119	0	567	325
Rcl1	89	45	89	28	82	14	0	169	118
Rcn1	18	14	14	4	11	3	0	4	25
Rcn2	502	192	342	109	198	80	0	347	418
Rcn3	14	4	6	1	23	1	0	3	50
Rcor1	177	54	81	37	101	19	0	124	115
Rcor2	1	2	0	5	2	0	0	0	0
Rcor3	75	62	102	22	55	14	0	56	101
Rcsd1	1399	560	1034	276	354	257	0	1203	451
Rcvrn	0	0	2	1	0	2	0	0	0
Rd3	0	0	0	0	0	0	0	0	0
Rd3l	2	2	0	0	0	1	0	2	0
Rdh1	3	3	1	5	3	0	0	3	1
Rdh10	126	50	146	23	57	16	0	59	73
Rdh11	77	31	48	24	90	18	0	75	151
Rdh12	18	2	6	3	5	1	0	13	12
Rdh13	132	72	100	30	63	30	0	200	174
Rdh14	102	61	94	9	37	17	0	100	81
Rdh16	1	12	0	2	7	5	0	8	3
Rdh16f1	0	0	0	0	0	0	0	0	0
Rdh16f2	0	0	0	0	3	0	0	1	1
Rdh19	2	1	4	3	2	0	0	1	7
Rdh5	23	11	14	4	4	8	0	11	34
Rdh7	1	1	0	0	11	1	0	6	5
Rdh8	1	0	0	0	1	0	0	0	0
Rdh9	0	2	0	0	1	0	0	0	2
Rdm1	76	24	79	15	41	21	0	49	87
Rdx	692	250	552	180	371	96	0	607	711
Rec114	25	6	9	8	23	2	0	18	14
Rec8	3	0	5	2	4	0	0	2	4
Reck	4	10	4	1	11	1	0	4	4
Recql	192	66	132	44	136	39	0	197	165
Recql4	11	1	3	2	17	0	0	10	9
Recql5	308	152	321	87	203	57	0	194	212
Reep1	5	2	2	4	16	2	0	5	3
Reep2	5	3	1	3	3	1	0	12	4
Reep3	768	412	783	227	94	112	0	571	323
Reep4	212	83	212	46	179	59	0	225	285
Reep5	2619	1160	1877	654	791	416	0	1907	1556
Reep6	0	7	2	1	0	0	0	4	0
Reg1	4	2	0	3	6	1	0	0	0
Reg2	3	0	2	1	10	0	0	0	0
Reg3a	0	1	0	0	0	0	0	0	1
Reg3b	0	7	0	5	0	1	0	2	1
Reg3d	1	0	0	0	2	0	0	1	2
Reg3g	9	2	1	0	10	5	0	13	10
Reg4	4	2	0	1	3	1	0	1	3
Rel	1927	666	1881	638	3157	449	0	1016	3982
Rela	824	332	759	128	345	96	0	578	357
Relb	520	166	335	129	316	90	0	185	367
Rell1	396	210	308	96	44	99	0	293	287
Rell2	0	0	1	0	0	0	0	2	0
Reln	34	21	17	4	43	5	0	10	30
Relt	1278	319	934	241	481	164	0	1704	856
Rem1	84	27	60	19	4	15	0	43	15
Rem2	0	2	0	0	1	0	0	0	0
Ren1	1	2	0	0	0	0	0	4	0
Renbp	302	125	265	79	99	44	0	311	654
Rep15	1	2	0	3	6	0	0	0	4
Repin1	78	22	52	15	19	11	0	60	59
Reps1	82	41	75	35	98	11	0	120	101
Reps2	1	11	2	3	6	2	0	1	53
Rer1	1230	531	1011	363	730	225	0	1201	1176
Rere	879	316	1009	196	434	157	0	467	405
Rerg	3	4	0	1	2	0	0	3	23
Rergl	3	0	0	0	3	0	0	4	2
Resp18	1	2	0	0	0	0	0	0	3
Rest	605	201	497	147	195	98	0	386	343
Ret	4	5	3	12	8	2	0	2	5
Retn	4	1	0	0	3	0	0	2	4
Retnla	2	3	0	0	0	0	0	3	337
Retnlb	4	2	0	1	0	1	0	0	0
Retnlg	68	101	15	2	80	0	0	56	3
Retreg2	289	92	172	31	149	33	0	76	130
Retreg3	450	213	378	79	301	104	0	302	273
Retsat	85	42	68	19	62	14	0	72	81
Rev1	58	44	40	25	36	9	0	37	56
Rev3l	217	138	201	85	110	59	0	198	156
Rex1bd	190	74	176	44	78	22	0	164	169
Rex2	1	0	1	0	2	0	0	2	0
Rexo1	588	190	487	135	261	83	0	540	305
Rexo2	646	225	503	151	162	82	0	409	370
Rexo4	306	111	181	53	146	70	0	222	276
Rexo5	26	37	30	20	63	7	0	53	47
Rfc1	413	151	262	123	197	59	0	275	300
Rfc2	549	266	491	148	194	104	0	353	411
Rfc3	58	28	47	11	63	12	0	63	115
Rfc4	44	23	36	15	43	17	0	32	55
Rfc5	128	56	91	26	76	31	0	148	151
Rfesd	128	77	93	27	50	24	0	98	116
Rffl	332	159	333	94	176	52	0	302	312
Rfk	543	232	502	162	253	106	0	455	443
Rflna	40	14	40	21	91	9	0	24	19
Rflnb	38	4	30	3	8	7	0	74	3
Rfng	157	50	111	24	57	20	0	136	86
Rfpl4	4	6	1	3	0	0	0	1	3
Rfpl4b	1	0	0	1	0	0	0	1	0
Rft1	247	109	190	56	113	37	0	251	232
Rftn1	768	322	637	169	468	153	0	460	714
Rftn2	20	7	19	6	16	0	0	15	23
Rfwd3	216	91	194	65	237	44	0	166	218
Rfx1	179	68	227	51	132	31	0	75	129
Rfx2	294	71	574	148	109	118	0	184	51
Rfx3	214	85	157	47	102	43	0	104	95
Rfx4	11	11	8	6	5	3	0	1	10
Rfx5	85	35	50	4	19	4	0	19	17
Rfx6	2	4	0	4	6	1	0	5	4
Rfx7	155	69	169	50	180	39	0	70	140
Rfx8	1	3	4	1	3	0	0	0	2
Rfxank	94	42	81	23	64	13	0	54	89
Rfxap	27	13	16	8	9	8	0	29	24
Rgcc	40	6	78	4	10	4	0	50	144
Rgl1	46	22	31	7	29	1	0	24	115
Rgl2	832	337	782	171	254	130	0	502	429
Rgl3	1	2	0	0	2	0	0	2	16
Rgma	1	0	2	0	2	1	0	0	0
Rgmb	51	25	53	4	38	4	0	21	43
Rgn	0	1	0	0	0	0	0	2	0
Rgp1	176	53	141	40	78	16	0	149	112
Rgr	11	4	0	4	18	1	0	1	11
Rgs1	31	20	3	16	51	3	0	48	9231
Rgs10	909	393	751	188	99	137	0	720	950
Rgs11	9	3	5	3	11	2	0	11	39
Rgs12	10	5	5	4	20	2	0	9	26
Rgs13	9	2	0	0	1	1	0	1	1
Rgs14	1237	503	1297	213	522	241	0	822	518
Rgs16	0	4	0	2	1	1	0	2	2
Rgs17	10	5	1	0	18	4	0	1	9
Rgs18	565	285	303	143	106	121	0	511	111
Rgs19	1728	783	1268	406	855	356	0	1493	990
Rgs2	3655	1636	2498	979	1889	669	0	2356	2269
Rgs20	0	2	5	4	7	0	0	1	2
Rgs21	2	6	2	2	1	2	0	9	2
Rgs22	17	4	8	0	2	0	0	4	9
Rgs3	148	74	70	40	128	27	0	104	61
Rgs4	4	4	0	0	1	0	0	0	1
Rgs5	3	2	0	0	1	0	0	1	3
Rgs6	6	8	3	1	8	2	0	4	1
Rgs7	18	7	10	1	15	6	0	2	16
Rgs7bp	5	4	2	1	9	2	0	4	13
Rgs8	8	0	3	0	2	0	0	2	6
Rgs9	11	2	6	2	25	2	0	3	7
Rgs9bp	0	3	2	4	7	0	0	6	0
Rgsl1	5	3	2	6	11	1	0	2	4
Rhag	3	1	2	1	0	0	0	5	1
Rhbdd1	369	148	324	97	239	43	0	263	303
Rhbdd2	85	32	76	11	73	19	0	50	74
Rhbdd3	49	16	32	4	28	6	0	47	56
Rhbdf1	22	9	11	6	0	1	0	10	21
Rhbdf2	564	198	532	139	335	99	0	608	548
Rhbdl1	1	0	0	0	0	0	0	0	0
Rhbdl2	5	1	0	1	0	1	0	4	4
Rhbdl3	8	7	1	1	13	0	0	8	2
Rhbg	0	0	0	0	0	0	0	0	0
Rhcg	2	1	1	0	0	1	0	0	3
Rhd	7	4	5	0	7	3	0	6	1
Rheb	693	282	571	252	436	134	0	688	658
Rhebl1	65	31	45	20	78	8	0	47	40
Rhno1	78	55	92	30	27	18	0	81	68
Rho	5	0	0	0	2	0	0	1	1
Rhoa	3435	1428	2757	1059	2704	597	0	3027	3190
Rhob	222	82	261	44	31	14	0	45	108
Rhobtb1	1	2	9	0	1	0	0	1	37
Rhobtb2	55	15	39	11	9	7	0	29	30
Rhobtb3	9	4	6	1	14	3	0	4	13
Rhoc	20	4	10	3	11	2	0	4	164
Rhod	1	2	8	1	2	0	0	4	9
Rhof	138	51	55	26	307	24	0	61	226
Rhog	2541	1128	2267	571	1093	449	0	2217	1715
Rhoh	252	89	149	53	125	43	0	174	350
Rhoj	6	14	4	2	5	2	0	12	7
Rhoq	198	63	187	59	213	32	0	86	299
Rhot1	695	337	463	166	303	146	0	572	551
Rhot2	50	15	32	8	32	4	0	42	50
Rhou	48	11	65	13	1	3	0	62	6
Rhov	3	0	3	1	0	1	0	57	8
Rhox1	0	1	0	0	0	0	0	3	0
Rhox10	0	0	0	0	0	1	0	1	3
Rhox11	2	0	0	0	2	0	0	0	1
Rhox12	0	2	0	0	0	1	0	0	1
Rhox13	0	0	2	0	0	0	0	0	0
Rhox2a	1	1	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0	2
Rhox2e	0	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	2	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0	0
Rhox3a2	0	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	1	0	0	0	0	0
Rhox3e	0	0	0	0	2	0	0	1	0
Rhox3f	1	0	2	0	0	0	0	0	0
Rhox3g	0	0	0	3	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0	0
Rhox4a2	0	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0	0
Rhox4d	1	0	0	0	1	0	0	0	0
Rhox4e	0	0	0	0	4	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0	2
Rhox4g	0	1	6	0	0	0	0	0	0
Rhox5	0	0	0	0	0	0	0	0	0
Rhox6	0	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0	0
Rhox7b	0	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0	0
Rhpn1	22	2	1	5	19	1	0	0	0
Rhpn2	12	5	0	2	6	5	0	0	3
Ribc1	8	3	14	2	3	2	0	5	4
Ribc2	0	1	0	2	3	0	0	0	3
Ric1	254	117	299	98	352	49	0	303	423
Ric3	11	21	4	3	4	1	0	7	26
Ric8a	1126	461	1119	287	488	212	0	912	658
Ric8b	147	74	168	43	120	25	0	132	141
Rictor	362	211	304	144	360	81	0	357	494
Rida	32	44	49	5	23	4	0	27	71
Rif1	151	77	93	53	167	27	0	129	146
Riiad1	5	1	2	0	0	0	0	1	2
Rilp	27	20	33	12	61	13	0	33	50
Rilpl1	32	15	41	5	3	4	0	1	23
Rilpl2	351	141	534	62	282	102	0	195	632
Rimbp2	3	5	7	1	8	4	0	2	6
Rimbp3	1	6	4	0	3	2	0	3	4
Rimkla	2	0	0	1	4	1	0	2	2
Rimklb	6	13	3	0	23	5	0	8	4
Rims1	0	0	1	0	0	0	0	0	0
Rims2	20	14	6	4	20	4	0	3	9
Rims3	12	7	25	0	65	5	0	32	38
Rims4	3	1	1	1	3	0	0	0	0
Rin1	11	6	8	1	1	1	0	22	6
Rin2	1031	542	938	302	808	241	0	691	1204
Rin3	907	368	964	179	653	123	0	619	660
Ring1	73	29	56	6	12	1	0	11	14
Rinl	498	170	331	87	282	77	0	271	340
Rint1	99	76	111	44	154	21	0	158	139
Riok1	425	153	270	90	227	76	0	353	306
Riok3	1129	448	1021	310	802	238	0	1296	1020
Riox1	95	19	44	6	15	7	0	23	12
Riox2	243	108	187	50	190	69	0	131	195
Ripk1	493	231	390	81	212	52	0	327	278
Ripk2	494	241	401	87	182	81	0	258	271
Ripk3	297	97	174	61	151	24	0	179	385
Ripk4	8	1	2	2	8	0	0	0	5
Ripor1	193	82	172	38	114	36	0	145	175
Ripor2	871	229	502	183	594	96	0	734	431
Ripor3	22	7	6	3	5	4	0	30	5
Ripply1	0	0	0	0	0	0	0	0	0
Ripply2	3	2	0	0	2	0	0	0	1
Ripply3	0	0	1	2	0	0	0	1	6
Rit1	392	177	489	89	283	91	0	407	292
Rit2	8	7	6	3	4	0	0	1	4
Rita1	49	19	39	7	39	9	0	45	28
Rlbp1	2	1	1	0	4	0	0	2	0
Rlf	571	198	365	130	162	54	0	538	268
Rlim	1934	812	1395	640	1426	344	0	2045	1971
Rln1	0	0	0	0	0	0	0	0	8
Rln3	1	0	0	0	0	0	0	0	0
Rmdn1	110	75	132	47	119	32	0	112	115
Rmdn2	22	10	21	7	14	8	0	11	44
Rmdn3	142	34	96	47	54	31	0	205	183
Rmi1	97	36	82	31	50	16	0	108	91
Rmi2	1	3	4	0	2	4	0	5	14
Rmnd1	131	60	141	32	119	27	0	93	132
Rmnd5a	312	135	284	92	165	55	0	242	282
Rmnd5b	651	222	415	105	208	103	0	512	231
Rnase1	0	3	0	0	5	7	0	0	2
Rnase10	2	9	0	0	8	0	0	1	0
Rnase11	0	0	0	0	0	0	0	2	0
Rnase12	4	1	0	0	0	0	0	2	1
Rnase13	0	0	0	0	0	0	0	0	0
Rnase2a	0	2	0	1	4	1	0	2	9
Rnase2b	15	10	18	7	0	3	0	13	0
Rnase4	471	196	380	109	132	100	0	530	835
Rnase6	1930	1013	1483	554	1468	415	0	1334	878
Rnase9	1	0	0	2	0	0	0	0	0
Rnaseh1	199	97	165	44	154	37	0	179	170
Rnaseh2a	156	63	85	22	117	19	0	153	180
Rnaseh2b	162	65	99	45	155	32	0	128	140
Rnaseh2c	167	64	138	41	66	36	0	127	113
Rnasek	4	1	5	0	2	0	0	6	3
Rnasel	367	92	361	61	151	33	0	319	412
Rnaset2a	66	29	73	21	49	19	0	63	79
Rnaset2b	57	39	76	13	49	12	0	27	47
Rnd1	14	10	12	6	22	7	0	23	29
Rnd2	6	3	1	1	5	0	0	1	18
Rnd3	961	463	576	234	64	146	0	821	112
Rnf10	1165	437	1051	171	232	105	0	862	334
Rnf103	131	44	90	57	142	23	0	83	90
Rnf11	57	36	69	20	67	11	0	103	91
Rnf111	796	256	627	207	480	116	0	425	512
Rnf112	2	1	1	0	2	0	0	1	0
Rnf113a1	25	7	6	5	24	8	0	22	6
Rnf113a2	183	76	154	53	93	51	0	143	129
Rnf114	1612	803	1691	470	861	395	0	1229	934
Rnf115	1041	408	1007	248	305	183	0	881	533
Rnf121	180	71	168	46	182	23	0	147	204
Rnf122	30	25	16	7	32	10	0	7	37
Rnf123	343	118	225	62	150	36	0	312	208
Rnf125	12	13	19	4	2	4	0	6	13
Rnf126	28	8	37	7	13	4	0	24	16
Rnf128	21	7	39	14	13	1	0	19	267
Rnf13	2433	936	1471	632	949	395	0	1453	2065
Rnf130	879	376	703	203	333	104	0	496	403
Rnf133	3	3	1	1	1	0	0	0	3
Rnf135	166	57	217	48	101	32	0	113	150
Rnf138	172	134	240	125	185	45	0	319	186
Rnf138rt1	0	0	0	0	2	0	0	0	0
Rnf139	294	124	244	95	136	56	0	215	174
Rnf14	628	145	451	145	278	112	0	513	383
Rnf141	208	56	231	55	148	39	0	300	396
Rnf144a	209	92	217	49	198	44	0	64	128
Rnf144b	106	54	54	16	23	22	0	68	42
Rnf145	666	281	721	68	187	48	0	208	258
Rnf146	107	54	81	34	90	24	0	111	68
Rnf148	2	0	9	0	1	0	0	2	0
Rnf149	485	162	338	94	252	71	0	391	481
Rnf150	71	49	95	21	48	10	0	32	108
Rnf151	0	0	0	0	0	0	0	1	0
Rnf152	2	5	0	1	22	0	0	4	9
Rnf157	45	15	18	8	14	2	0	22	8
Rnf165	0	3	2	3	3	0	0	0	3
Rnf166	594	254	517	132	429	70	0	344	288
Rnf167	898	333	666	181	559	153	0	634	444
Rnf168	165	54	135	45	130	22	0	200	130
Rnf169	262	117	235	92	197	55	0	358	303
Rnf17	17	18	13	3	31	7	0	15	43
Rnf170	47	31	69	15	49	18	0	50	31
Rnf180	13	1	7	7	2	3	0	19	396
Rnf181	50	16	37	17	33	11	0	51	45
Rnf182	6	4	1	3	1	0	0	4	2
Rnf183	2	0	0	0	2	0	0	4	0
Rnf185	247	90	160	40	162	43	0	232	222
Rnf186	0	1	0	1	0	0	0	2	7
Rnf187	1464	568	1215	171	135	97	0	908	172
Rnf19a	233	117	216	65	113	45	0	232	236
Rnf19b	276	103	368	70	407	55	0	162	449
Rnf2	476	234	482	143	458	123	0	360	629
Rnf20	576	255	443	197	523	102	0	509	514
Rnf207	0	0	6	1	6	0	0	1	7
Rnf208	0	0	0	0	0	0	0	0	0
Rnf212	5	1	0	1	6	2	0	3	9
Rnf212b	0	1	2	1	0	0	0	1	4
Rnf213	3298	1936	4083	1090	1282	918	0	2628	1496
Rnf214	222	114	207	50	117	52	0	175	168
Rnf215	131	42	102	11	39	6	0	75	42
Rnf216	586	235	404	171	430	91	0	404	450
Rnf217	61	21	73	15	28	28	0	58	45
Rnf219	74	59	64	14	82	7	0	66	55
Rnf220	213	98	160	35	127	28	0	202	151
Rnf222	5	1	6	3	8	1	0	1	6
Rnf223	3	0	0	0	2	0	0	3	1
Rnf224	0	0	0	0	0	0	0	4	1
Rnf225	4	3	0	1	9	0	0	1	0
Rnf24	48	20	80	5	24	7	0	37	64
Rnf25	149	47	84	48	55	23	0	94	85
Rnf26	4	3	2	1	0	0	0	2	4
Rnf31	491	191	437	129	300	103	0	358	337
Rnf32	13	13	1	4	0	4	0	12	4
Rnf34	531	270	425	112	238	104	0	563	351
Rnf38	406	219	432	176	263	122	0	380	288
Rnf39	0	1	4	0	0	1	0	0	2
Rnf4	901	350	774	270	705	185	0	975	797
Rnf40	337	148	242	83	235	49	0	330	268
Rnf41	505	205	404	104	239	87	0	474	392
Rnf43	24	6	4	4	16	3	0	3	2
Rnf44	367	152	346	110	259	82	0	387	261
Rnf5	175	71	150	42	115	28	0	110	103
Rnf6	564	257	575	175	450	122	0	688	450
Rnf7	276	126	247	68	170	39	0	333	272
Rnf8	38	10	27	9	11	11	0	17	17
Rnft1	607	220	427	148	265	120	0	547	448
Rnft2	1	0	0	1	1	0	0	7	11
Rngtt	406	149	270	94	280	58	0	268	371
Rnh1	2406	991	1991	493	898	348	0	2643	2868
Rnls	34	24	54	12	42	10	0	53	34
Rnmt	380	167	397	120	248	107	0	423	362
Rnpc3	168	99	252	74	163	56	0	210	196
Rnpep	1896	688	1598	418	665	278	0	1184	1045
Rnpepl1	865	299	519	100	213	82	0	324	328
Rnps1	166	50	137	26	111	17	0	148	156
Robo1	8	8	6	3	5	1	0	9	5
Robo2	17	31	8	6	54	5	0	12	29
Robo3	11	8	7	8	4	0	0	0	5
Robo4	5	4	1	0	3	0	0	3	0
Rock1	620	283	623	292	442	172	0	539	589
Rock2	397	153	262	150	331	90	0	335	428
Rogdi	530	196	512	124	169	101	0	560	383
Rom1	23	2	13	3	22	2	0	25	3
Romo1	102	24	70	17	49	8	0	88	97
Ropn1	1	0	0	0	2	2	0	0	1
Ropn1l	42	13	21	8	8	9	0	15	23
Ror1	1	3	3	0	3	0	0	2	3
Ror2	0	0	4	1	3	0	0	0	9
Rora	87	53	47	36	43	29	0	79	94
Rorb	13	7	13	2	14	4	0	2	10
Rorc	0	6	0	0	5	0	0	0	1
Ros1	11	26	7	1	5	3	0	12	31
Rp1	22	10	23	9	33	2	0	10	13
Rp1l1	4	1	2	7	5	2	0	0	0
Rp2	1748	682	1172	444	764	398	0	1263	1365
Rp9	262	135	324	88	108	46	0	264	116
Rpa1	358	157	196	88	225	63	0	192	357
Rpa2	240	85	140	53	185	51	0	170	126
Rpa3	103	44	133	52	84	15	0	65	118
Rpain	214	72	211	67	104	39	0	284	219
Rpap1	174	87	160	48	137	39	0	97	210
Rpap2	149	47	89	31	83	16	0	84	91
Rpap3	65	24	71	16	21	5	0	55	72
Rpe	584	241	617	196	287	105	0	451	459
Rpe65	3	9	5	1	10	1	0	3	5
Rpf1	354	153	402	105	265	81	0	282	243
Rpf2	266	98	173	75	108	57	0	246	213
Rpgr	44	29	19	6	9	3	0	29	27
Rpgrip1	39	17	26	9	27	6	0	28	21
Rpgrip1l	25	1	26	14	14	18	0	8	49
Rph3a	6	3	2	1	5	1	0	2	3
Rph3al	1	5	2	2	3	0	0	3	0
Rpia	19	10	18	10	13	5	0	11	17
Rpl10	2402	1232	2576	804	1012	477	1	2787	1886
Rpl10-ps3	19	15	22	8	7	4	0	17	12
Rpl10a	499	229	527	135	219	115	0	567	519
Rpl10l	0	0	0	1	3	0	0	3	0
Rpl11	503	217	495	116	207	83	0	506	379
Rpl12	550	239	572	121	276	103	0	612	735
Rpl13	1356	661	1537	337	502	237	0	1314	1061
Rpl13a	83	40	107	25	44	15	0	62	80
Rpl13a-ps1	3	0	4	0	3	1	0	9	2
Rpl14	636	298	609	169	233	140	0	675	629
Rpl15	659	289	702	166	256	116	0	587	588
Rpl17	806	408	876	223	334	165	0	972	625
Rpl18	916	397	968	255	428	196	0	982	691
Rpl18a	2302	1224	2635	683	1070	509	0	2241	1701
Rpl19	797	380	833	213	347	165	0	764	672
Rpl21	855	491	927	289	381	152	0	817	743
Rpl22	849	374	881	260	330	177	0	718	711
Rpl22l1	106	54	103	35	60	23	0	100	125
Rpl23	1038	497	1161	324	510	187	0	1044	979
Rpl23a	35	15	40	13	28	7	0	31	30
Rpl24	8	4	9	3	13	3	0	29	16
Rpl26	1064	547	1373	337	444	216	0	1237	981
Rpl27	240	109	256	73	149	46	0	309	165
Rpl27-ps3	18	11	9	2	12	2	0	6	10
Rpl27a	695	331	697	196	275	113	0	623	535
Rpl28	454	225	547	125	169	83	0	452	403
Rpl29	334	157	358	110	128	69	0	403	289
Rpl3	1870	904	1792	515	814	378	0	1797	1751
Rpl30	405	181	448	151	204	83	0	442	375
Rpl31	236	109	238	75	98	39	0	226	213
Rpl32	915	499	1201	283	314	201	1	1066	796
Rpl34	755	377	925	236	436	159	0	807	597
Rpl35	30	12	40	10	7	8	0	26	37
Rpl35a	874	431	1109	322	410	153	0	894	769
Rpl36	170	97	182	37	87	26	0	174	157
Rpl36-ps4	0	0	0	0	0	0	0	0	0
Rpl36a	125	58	184	31	77	15	0	121	163
Rpl36a-ps1	2	0	0	0	4	1	0	4	3
Rpl36al	32	13	30	8	14	6	0	35	27
Rpl37	387	199	468	128	148	71	0	408	293
Rpl37a	426	208	548	139	166	78	0	450	396
Rpl38	194	116	245	53	123	36	0	195	191
Rpl39	397	197	465	122	170	69	0	341	319
Rpl39l	0	0	0	0	2	1	0	2	2
Rpl3l	15	5	6	10	58	2	0	23	20
Rpl4	8406	3664	8276	2287	3554	1678	2	9057	6475
Rpl41	1312	455	1371	302	413	279	0	1267	1098
Rpl5	902	421	869	306	523	190	0	852	700
Rpl6	1070	490	1047	256	448	184	0	1167	848
Rpl7	3483	1676	3440	1092	1624	720	0	3666	2588
Rpl7a	1196	592	1318	344	428	225	0	1352	1050
Rpl7a-ps5	6	0	0	0	0	0	0	2	2
Rpl7l1	672	225	528	150	299	118	0	560	442
Rpl8	5421	2492	5234	1360	2736	1033	0	6188	4544
Rpl9	1091	501	1057	290	558	187	0	1276	865
Rpl9-ps1	3	1	2	1	0	0	0	0	3
Rpl9-ps6	56	22	71	10	31	7	0	50	32
Rplp0	5442	2653	5858	1245	1539	1096	0	6450	4014
Rplp1	1206	604	1382	343	593	208	0	1324	1435
Rplp2	895	422	1043	317	429	159	0	904	841
Rpn1	1653	658	965	315	597	262	0	1335	1531
Rpn2	2506	946	1605	450	1158	383	0	2308	2526
Rpp14	152	58	153	39	131	38	0	116	163
Rpp21	203	86	191	54	106	32	0	191	153
Rpp25	0	4	5	0	4	0	0	0	1
Rpp25l	135	49	110	31	54	23	0	92	91
Rpp30	140	53	99	42	154	22	0	202	178
Rpp38	19	6	12	8	14	5	0	24	29
Rpp40	32	9	15	7	32	3	0	18	51
Rprd1a	68	42	65	23	54	8	0	40	70
Rprd1b	296	106	222	82	237	49	0	281	390
Rprd2	734	243	653	194	717	138	0	808	659
Rprm	3	2	2	0	1	0	0	1	1
Rprml	0	0	0	0	0	0	0	0	0
Rps10	573	269	582	156	259	121	0	603	443
Rps11	2099	1005	2347	606	1177	443	0	1842	1938
Rps12	561	286	565	160	262	99	0	541	548
Rps12-ps3	19	4	14	1	16	2	0	18	16
Rps13	646	346	715	217	342	128	0	812	581
Rps14	2981	1661	3495	935	1408	682	0	3281	2406
Rps15	1535	844	1882	475	834	305	0	1485	1418
Rps15a	822	455	921	270	331	165	0	839	647
Rps16	495	218	511	119	242	96	0	555	482
Rps17	446	174	417	128	171	73	0	427	392
Rps18	577	270	620	186	236	113	0	748	526
Rps19	888	424	852	238	587	184	0	905	1077
Rps19bp1	75	45	94	12	58	8	0	68	70
Rps2	1176	451	1066	236	259	151	0	1250	644
Rps20	1071	497	1165	277	466	199	0	1166	990
Rps21	705	380	945	252	450	127	0	704	734
Rps23	656	310	750	196	360	127	0	732	631
Rps24	960	483	1184	322	586	177	0	989	1040
Rps25	815	388	938	306	369	160	0	1015	776
Rps26	583	271	740	172	260	107	0	573	489
Rps27	966	437	1099	321	556	157	0	961	762
Rps27a	1698	893	1712	633	742	366	0	1862	1152
Rps27l	425	188	445	139	174	82	0	311	368
Rps27rt	26	14	45	4	14	6	0	36	36
Rps28	298	137	319	96	149	58	0	328	266
Rps29	335	149	383	85	200	57	0	315	304
Rps3	7430	3145	7587	1676	3288	1443	0	7643	6035
Rps3a1	1769	859	1861	558	895	355	0	1978	1578
Rps4x	2566	1216	2743	822	1156	559	0	2910	2057
Rps5	6139	2851	6742	1492	2484	1349	0	6430	5146
Rps6	868	395	898	235	364	165	0	1029	671
Rps6ka1	2048	872	1565	467	1261	366	0	1447	1166
Rps6ka2	36	15	21	0	129	1	0	16	92
Rps6ka3	386	128	246	166	349	66	0	207	374
Rps6ka4	590	185	553	127	231	86	0	537	585
Rps6ka5	152	86	105	34	87	33	0	99	110
Rps6ka6	4	2	0	1	0	3	0	0	1
Rps6kb1	509	184	422	157	304	110	0	463	552
Rps6kb2	77	45	42	17	22	8	0	82	46
Rps6kc1	223	108	143	60	83	27	0	129	268
Rps6kl1	26	17	29	13	24	6	0	32	28
Rps7	457	201	467	129	176	66	0	445	328
Rps8	1149	509	1128	348	594	219	1	1274	1063
Rps9	4622	2033	4733	1082	1298	832	0	5443	2783
Rpsa	1819	1040	1836	478	715	347	0	2220	1538
Rptn	2	7	11	0	4	1	0	0	9
Rptor	294	136	233	55	212	28	0	266	272
Rpusd1	59	22	57	12	34	3	0	45	64
Rpusd2	25	6	55	7	26	7	0	42	39
Rpusd3	9	4	7	0	5	1	0	2	4
Rpusd4	243	103	193	62	122	36	0	149	167
Rrad	85	48	60	25	33	18	0	16	71
Rraga	181	75	185	40	83	32	0	188	146
