	Mo.Ly6C+.Lu#1	Mo.Ly6C+.Lu#2	Mo.Ly6C+.Lu#3	Mo.Ly6C+.Lu.KPd17#1	Mo.Ly6C+.Lu.KPd17#2	Mo.Ly6C+.Lu.KPd28#1	Mo.Ly6C+.Lu.KPd28#2	Mo.Ly6C+.Lu.KPd28#3
Vnn3	149	118	118	116	145	127	146	188
Vopp1	483	278	276	267	295	331	573	543
Vpreb1	0	1	0	0	2	0	1	1
Vpreb2	0	0	0	1	0	0	0	1
Vpreb3	0	3	0	0	2	1	0	0
Vps11	482	498	296	500	510	431	652	582
Vps13a	204	239	117	151	238	143	235	183
Vps13b	907	1543	831	856	1255	595	1092	1363
Vps13c	911	1034	698	670	832	523	718	870
Vps13d	630	683	384	362	532	373	514	582
Vps16	529	757	368	470	563	538	698	641
Vps18	229	366	205	191	339	299	308	406
Vps25	1	5	2	0	7	2	8	4
Vps26a	1147	1171	841	965	1295	1329	1371	1705
Vps26b	362	584	251	327	452	268	446	503
Vps29	454	514	298	347	410	742	569	547
Vps33a	435	550	219	308	348	352	455	531
Vps33b	204	209	128	156	237	164	228	166
Vps35	1582	1700	1230	1222	1751	1319	1931	2455
Vps36	403	417	277	309	359	292	433	428
Vps37a	249	317	183	209	295	257	330	309
Vps37b	94	111	80	76	110	60	85	96
Vps37c	266	455	220	200	290	233	277	357
Vps37d	2	0	0	0	2	0	1	0
Vps39	328	454	239	245	333	252	375	373
Vps41	590	592	387	410	590	507	775	766
Vps45	153	164	78	121	85	155	124	160
Vps4a	330	358	195	247	333	394	488	458
Vps4b	924	1193	718	843	982	998	1001	1283
Vps50	394	459	276	322	387	344	390	403
Vps51	623	659	334	449	583	459	520	472
Vps52	458	490	287	262	412	313	365	404
Vps53	333	345	204	222	333	360	337	423
Vps54	385	372	242	274	368	287	296	440
Vps72	203	265	136	125	213	197	147	221
Vps8	285	317	157	211	304	116	328	381
Vps9d1	707	629	358	440	466	565	586	671
Vrk1	1020	990	484	614	729	721	722	686
Vrk2	364	449	196	250	299	305	314	273
Vrk3	456	507	304	323	464	599	431	442
Vrtn	0	5	1	0	2	0	3	1
Vsig1	0	1	0	2	7	0	3	1
Vsig10	34	21	9	9	14	9	4	7
Vsig10l	37	50	23	17	21	33	42	28
Vsig2	4	6	1	2	2	1	2	2
Vsig4	0	1	2	0	1	1	1	0
Vsig8	5	1	2	1	2	0	0	3
Vsir	4178	3849	3142	2848	3056	4410	4662	4732
Vsnl1	0	0	0	2	0	1	3	1
Vstm2a	12	0	0	7	1	1	4	6
Vstm2b	0	0	2	0	7	0	3	0
Vstm2l	0	0	0	1	1	0	0	0
Vstm4	8	2	0	0	7	3	0	1
Vstm5	3	3	0	1	7	1	0	0
Vsx1	4	0	0	1	3	0	0	1
Vsx2	0	1	0	0	0	0	0	0
Vta1	343	440	264	212	399	446	381	376
Vtcn1	0	0	0	2	3	1	0	2
Vti1a	472	456	307	268	427	391	427	421
Vti1b	270	305	182	219	294	317	350	349
Vtn	0	2	1	0	2	0	0	2
Vwa1	5	3	1	0	6	1	3	2
Vwa2	4	1	3	2	1	1	1	4
Vwa3a	9	1	1	5	9	5	1	3
Vwa3b	12	14	9	6	19	2	17	10
Vwa5a	1777	2302	1410	1683	2138	1044	1764	2176
Vwa5b1	5	7	4	0	16	4	11	12
Vwa5b2	9	7	5	2	6	6	0	10
Vwa7	3	4	3	2	6	1	0	1
Vwa8	144	151	68	76	156	96	144	137
Vwc2	4	1	1	2	14	1	2	1
Vwc2l	6	8	14	6	10	0	5	4
Vwce	2	10	0	5	2	1	1	1
Vwde	5	14	9	5	12	1	3	9
Vwf	120	138	101	112	67	27	51	40
Wac	278	360	245	202	318	281	306	285
Wap	0	0	1	0	0	0	0	2
Wapl	318	475	315	294	411	418	432	386
Wars	284	487	353	323	446	599	576	530
Wars2	79	84	50	67	92	72	96	88
Was	477	596	368	393	432	341	449	555
Wasf1	8	0	2	4	2	1	1	0
Wasf2	1024	1382	689	693	943	1267	811	935
Wasf3	5	1	2	0	5	2	1	0
Washc1	68	126	49	72	62	66	78	76
Washc2	792	778	413	415	487	372	865	873
Washc3	287	283	190	162	251	294	251	313
Washc4	804	848	595	693	815	520	604	986
Washc5	472	401	265	361	400	228	504	503
Wasl	134	231	108	135	163	189	146	125
Wbp1	120	148	66	48	90	55	103	95
Wbp11	171	236	135	172	192	191	188	213
Wbp1l	376	457	224	245	354	342	533	590
Wbp2	610	605	371	402	532	578	541	528
Wbp2nl	5	2	0	1	3	2	1	2
Wbp4	157	155	114	125	202	220	174	201
Wdcp	69	85	57	49	68	90	63	111
Wdfy1	179	173	231	107	118	153	125	156
Wdfy2	515	726	389	498	547	466	526	621
Wdfy3	565	642	352	469	538	482	625	815
Wdfy4	1049	1124	707	638	946	566	745	941
Wdhd1	47	43	32	15	40	25	24	37
Wdpcp	21	30	4	18	10	12	11	20
Wdr1	4250	4978	2890	3113	4260	4268	4612	5098
Wdr11	338	393	231	302	315	147	269	335
Wdr12	70	69	39	71	94	127	117	112
Wdr13	278	297	203	170	237	162	179	240
Wdr17	10	5	6	9	7	4	5	9
Wdr18	189	288	122	141	206	276	229	236
Wdr19	32	33	24	15	44	28	43	20
Wdr20	193	148	119	121	200	160	162	191
Wdr20rt	1	9	6	1	0	4	3	1
Wdr24	136	181	104	88	142	146	122	167
Wdr25	30	45	39	41	21	32	42	22
Wdr26	899	901	680	656	749	813	1033	958
Wdr27	9	2	7	1	10	0	2	8
Wdr3	586	682	490	523	659	483	530	672
Wdr31	1	11	4	2	6	0	2	4
Wdr33	418	526	284	385	387	382	356	425
Wdr34	16	17	6	11	18	12	23	9
Wdr35	20	8	1	17	14	6	20	12
Wdr36	250	358	225	222	247	247	307	370
Wdr37	481	483	308	363	395	337	324	349
Wdr38	4	14	3	1	5	12	6	9
Wdr4	84	56	53	60	90	55	157	168
Wdr41	451	491	319	325	464	489	570	534
Wdr43	344	393	243	286	339	285	483	434
Wdr44	186	249	86	159	185	105	186	172
Wdr45	78	80	62	63	71	88	53	84
Wdr45b	412	472	265	326	432	448	488	493
Wdr46	166	153	68	79	171	162	181	149
Wdr47	74	96	63	78	94	57	72	139
Wdr48	376	389	249	245	391	236	301	290
Wdr49	8	9	0	7	9	1	5	5
Wdr5	280	377	295	292	371	343	430	488
Wdr53	47	44	22	28	73	52	66	66
Wdr54	14	5	2	1	2	7	1	1
Wdr55	106	116	88	90	139	123	161	184
Wdr59	32	55	42	49	36	49	23	36
Wdr5b	71	95	25	42	39	22	73	78
Wdr6	22	18	12	48	38	30	19	18
Wdr60	15	6	10	0	10	7	15	10
Wdr61	322	412	225	219	284	436	393	353
Wdr62	39	83	65	46	77	49	87	90
Wdr63	1	1	0	0	9	1	4	0
Wdr64	4	6	3	4	4	0	1	7
Wdr66	7	8	1	2	13	3	7	5
Wdr7	473	408	298	304	474	450	483	500
Wdr70	146	162	99	91	158	191	159	170
Wdr72	8	13	15	10	10	3	5	3
Wdr73	78	89	57	61	61	63	52	86
Wdr74	0	0	0	0	0	0	0	0
Wdr75	115	137	64	84	93	161	268	189
Wdr76	20	21	11	20	40	21	20	56
Wdr77	95	103	60	62	129	107	131	176
Wdr78	19	20	6	2	16	5	16	22
Wdr81	409	372	196	263	326	171	366	351
Wdr82	295	342	225	290	290	427	246	377
Wdr83	90	129	52	54	83	87	97	91
Wdr83os	40	42	43	22	43	61	44	57
Wdr86	4	6	1	0	7	0	7	0
Wdr89	42	58	34	35	49	45	43	54
Wdr90	16	3	9	7	21	29	25	22
Wdr91	54	132	52	73	101	111	135	155
Wdr92	83	104	84	74	95	82	79	100
Wdr93	7	2	0	0	6	0	2	0
Wdr95	1	1	1	6	6	3	10	4
Wdsub1	111	131	86	90	101	149	154	87
Wdtc1	79	122	66	55	65	58	87	92
Wdyhv1	164	167	145	121	148	149	129	143
Wee1	5	11	4	1	3	10	6	10
Wee2	1	2	4	1	4	2	6	5
Wfdc1	4	0	1	3	0	2	0	0
Wfdc10	2	0	0	0	0	0	0	0
Wfdc11	0	1	1	2	2	3	0	2
Wfdc12	0	1	0	0	0	0	0	0
Wfdc13	4	1	5	0	0	1	0	0
Wfdc15a	0	2	0	1	0	1	0	2
Wfdc15b	0	0	0	0	0	0	0	0
Wfdc16	2	0	0	0	0	0	0	0
Wfdc17	2581	1700	1177	1427	1482	3761	3151	2828
Wfdc18	19	4	2	12	11	14	21	18
Wfdc2	0	0	0	0	0	2	19	0
Wfdc21	2	6	0	0	0	25	87	34
Wfdc3	3	3	0	2	5	5	0	6
Wfdc5	2	3	1	0	3	7	0	0
Wfdc6a	0	0	0	0	1	0	0	0
Wfdc6b	0	0	0	0	1	0	0	1
Wfdc8	4	2	1	0	0	0	1	4
Wfdc9	0	0	0	0	0	0	0	1
Wfikkn1	8	13	7	0	1	4	7	8
Wfikkn2	0	0	0	0	1	0	0	0
Wfs1	104	114	82	85	122	75	128	171
Whamm	32	67	31	38	31	45	45	19
Whrn	6	7	3	3	14	9	6	1
Wif1	3	5	5	0	1	0	0	1
Wipf1	453	411	376	328	415	476	387	407
Wipf2	106	123	67	76	138	147	116	108
Wipf3	1	3	1	0	18	0	2	9
Wipi1	60	73	54	51	72	104	148	99
Wipi2	408	405	314	326	406	302	438	455
Wisp1	18	8	0	4	11	1	7	5
Wisp2	4	2	1	0	2	4	3	9
Wisp3	1	1	1	1	0	9	2	0
Wiz	62	50	39	40	54	52	46	60
Wls	712	857	436	602	831	619	706	743
Wnk1	857	1042	590	635	852	1148	1411	1264
Wnk2	2	9	0	2	8	1	8	9
Wnk3	3	4	2	2	2	0	2	0
Wnk4	5	9	4	6	18	4	7	7
Wnt1	0	0	1	0	5	0	0	0
Wnt10a	1	0	0	0	0	0	0	1
Wnt10b	2	0	0	0	0	0	1	8
Wnt11	4	0	0	0	1	8	0	3
Wnt16	0	4	0	0	1	6	1	6
Wnt2	0	6	0	1	3	1	4	12
Wnt2b	10	2	4	6	7	0	7	6
Wnt3	5	5	2	0	2	0	4	0
Wnt3a	0	0	1	0	0	0	0	0
Wnt4	13	6	8	2	13	1	7	13
Wnt5a	6	2	4	3	4	2	6	2
Wnt5b	1	0	0	0	4	7	0	0
Wnt6	15	15	25	8	25	20	6	11
Wnt7a	0	0	0	2	2	0	0	1
Wnt7b	1	0	2	1	10	3	2	0
Wnt8a	4	0	3	1	4	1	3	3
Wnt8b	1	0	1	0	1	0	1	2
Wnt9a	0	2	0	1	0	0	1	1
Wnt9b	3	0	2	1	5	0	0	0
Wrap53	83	99	40	54	56	69	92	103
Wrap73	117	132	85	75	84	172	114	131
Wrb	55	93	59	63	101	98	78	108
Wrn	291	252	167	221	229	211	224	276
Wrnip1	20	37	26	13	33	33	28	38
Wsb1	1650	2432	1383	1817	2187	1146	1278	1616
Wsb2	85	116	55	42	82	75	75	95
Wscd1	5	5	4	1	2	6	1	0
Wscd2	15	9	10	1	15	1	0	20
Wt1	0	5	1	2	3	4	5	2
Wtap	322	528	221	217	247	327	278	237
Wtip	1	0	1	0	1	4	1	0
Wwc1	4	12	0	6	4	4	7	2
Wwc2	49	64	24	39	60	78	31	68
Wwox	85	60	32	56	65	103	88	78
Wwp1	156	147	92	113	181	143	211	193
Wwp2	651	661	411	581	556	608	772	609
Wwtr1	2	8	3	7	5	3	3	8
Xab2	619	792	404	408	528	582	624	696
Xaf1	433	546	365	342	387	449	267	257
Xbp1	3412	3737	2298	2602	3194	5284	5378	5111
Xcl1	0	1	0	5	0	2	0	0
Xcr1	13	7	1	13	12	5	11	6
Xdh	2929	3292	2074	2443	2684	1407	3917	3583
Xiap	611	605	412	452	598	449	502	546
Xirp1	1	1	5	0	3	5	0	0
Xirp2	31	7	8	7	22	5	10	2
Xk	4	21	4	6	4	0	0	6
Xkr4	4	8	6	3	4	0	1	8
Xkr5	24	27	6	6	10	3	14	4
Xkr6	4	3	6	1	8	0	13	4
Xkr7	1	3	1	1	0	1	1	0
Xkr8	54	73	32	22	57	52	28	36
Xkr9	0	4	3	5	4	2	4	14
Xkrx	6	24	0	0	15	0	5	0
Xlr	5	25	6	12	5	26	3	4
Xlr3a	0	6	1	2	5	3	2	0
Xlr3b	2	4	0	6	6	10	7	2
Xlr3c	0	0	0	0	0	1	1	0
Xlr4a	4	10	0	4	5	0	6	11
Xlr4b	6	13	7	2	9	3	5	9
Xlr4c	5	2	1	0	8	2	0	2
Xlr5a	0	0	0	0	0	1	0	0
Xlr5b	0	1	0	2	0	0	0	0
Xlr5c	3	0	0	0	0	0	0	0
Xndc1	17	16	14	11	19	32	5	30
Xntrpc	0	1	1	0	0	0	0	0
Xpa	130	185	87	96	160	182	159	181
Xpc	266	332	183	230	307	182	190	222
Xpnpep1	435	546	295	313	415	519	525	610
Xpnpep2	4	13	6	7	2	5	8	6
Xpnpep3	89	111	94	128	87	76	106	98
Xpo1	588	480	382	405	477	178	590	558
Xpo4	108	168	76	112	139	116	138	136
Xpo5	178	138	88	115	155	69	166	201
Xpo6	350	572	258	268	393	382	398	405
Xpo7	286	261	187	162	267	177	317	209
Xpot	177	200	82	102	126	65	166	224
Xpr1	737	729	464	506	644	755	617	691
Xrcc1	193	196	129	123	169	186	225	248
Xrcc2	8	31	15	17	18	21	19	23
Xrcc3	30	61	56	42	45	41	94	67
Xrcc4	88	126	72	59	97	136	94	114
Xrcc5	2	0	4	1	5	0	6	7
Xrcc6	82	89	56	62	78	145	76	102
Xrn1	340	452	288	333	482	320	373	429
Xrn2	1467	1602	1031	1213	1345	1132	1279	1479
Xrra1	12	13	4	2	6	1	4	2
Xxylt1	99	104	40	38	50	75	80	179
Xylb	23	30	9	5	21	28	20	27
Xylt1	377	445	224	235	321	313	263	269
Xylt2	61	97	48	46	78	53	75	47
Yae1d1	28	83	26	41	61	16	47	58
Yaf2	64	70	55	19	31	57	105	72
Yap1	6	6	3	6	4	2	6	6
Yars	153	140	122	125	131	173	184	201
Yars2	43	82	37	23	52	41	29	61
Ybey	28	34	13	11	20	10	51	34
Ybx1	161	282	174	92	176	260	202	177
Ybx2	0	1	0	0	1	0	0	0
Ybx3	104	142	56	75	109	139	94	57
Ydjc	33	45	17	16	18	30	39	33
Yeats2	173	177	103	93	120	125	145	160
Yeats4	339	452	257	283	336	318	371	392
Yes1	14	11	2	3	15	3	15	11
Yif1a	183	239	100	74	170	204	241	208
Yif1b	91	150	79	78	91	174	161	152
Yipf1	534	604	318	366	492	512	559	565
Yipf2	35	97	41	53	47	54	81	86
Yipf3	745	989	410	537	707	829	822	854
Yipf4	536	506	392	450	559	635	474	500
Yipf5	304	367	200	273	372	454	412	374
Yipf6	293	352	206	238	267	155	355	314
Yipf7	0	0	0	0	1	0	0	0
Yjefn3	5	7	1	3	3	3	1	0
Ykt6	231	301	138	113	214	228	232	249
Ylpm1	198	239	125	136	179	186	178	202
Yme1l1	932	1133	724	813	828	733	995	1141
Yod1	280	360	229	267	304	371	321	314
Ypel1	8	15	11	6	15	11	19	13
Ypel2	87	132	95	66	86	79	62	50
Ypel3	271	398	231	171	244	250	205	199
Ypel4	6	0	1	0	1	0	0	0
Ypel5	605	896	469	458	633	742	989	754
Yrdc	26	49	24	29	32	31	42	26
Ythdc1	303	390	243	226	276	247	281	246
Ythdc2	157	216	96	126	145	111	108	146
Ythdf1	103	161	125	71	146	116	116	134
Ythdf2	617	776	496	564	789	721	830	982
Ythdf3	1293	1541	994	1400	1476	506	1448	1771
Ywhab	3570	3827	2357	2501	3138	3720	3461	4058
Ywhae	1578	1799	1040	1199	1338	1715	1767	1857
Ywhag	783	925	569	635	813	634	817	822
Ywhah	363	445	240	252	354	424	358	437
Ywhaq	198	294	132	202	254	281	175	199
Ywhaz	1178	1464	681	860	1079	1454	1028	1169
Yy1	291	380	230	222	320	285	266	354
Yy2	0	0	0	0	0	0	0	0
Zadh2	157	148	69	125	115	73	108	103
Zan	9	14	3	6	14	2	6	17
Zap70	4	17	1	4	4	1	2	0
Zar1	0	0	1	4	0	0	3	1
Zar1l	1	1	0	0	3	0	0	0
Zbbx	5	0	5	0	3	0	9	3
Zbed3	11	34	13	19	25	12	21	21
Zbed4	28	31	6	21	15	21	20	18
Zbed5	9	1	7	3	4	2	3	4
Zbed6	0	0	0	0	0	0	0	0
Zbp1	710	831	567	669	754	890	713	569
Zbtb1	315	397	276	339	497	120	361	449
Zbtb10	7	5	1	4	3	4	8	10
Zbtb11	189	268	199	183	232	172	200	308
Zbtb12	0	1	0	0	1	0	0	0
Zbtb14	53	92	41	34	36	19	71	53
Zbtb16	61	100	69	46	75	50	85	72
Zbtb17	212	261	138	153	220	218	181	238
Zbtb18	34	34	24	11	32	22	23	14
Zbtb2	93	105	98	81	105	99	95	90
Zbtb20	206	443	241	272	471	275	202	248
Zbtb21	106	135	80	101	142	130	123	167
Zbtb22	40	73	29	47	58	31	52	64
Zbtb24	206	279	112	146	188	171	160	230
Zbtb25	40	53	28	47	85	76	34	38
Zbtb26	93	65	56	51	85	18	83	63
Zbtb3	17	9	9	17	11	8	9	7
Zbtb32	7	10	5	4	9	6	14	8
Zbtb33	132	144	117	86	88	76	118	144
Zbtb34	173	225	117	124	154	102	195	189
Zbtb37	130	105	61	66	156	44	86	90
Zbtb38	561	704	349	404	440	520	391	497
Zbtb39	29	41	19	18	30	16	35	43
Zbtb4	59	64	34	29	45	33	25	49
Zbtb40	89	121	69	71	118	65	75	85
Zbtb41	83	104	64	61	110	46	46	68
Zbtb42	284	220	114	149	172	84	205	180
Zbtb43	162	181	89	181	163	89	192	267
Zbtb44	161	240	155	136	235	110	184	196
Zbtb45	35	68	31	36	44	29	42	46
Zbtb46	15	68	13	21	34	4	24	18
Zbtb48	49	73	64	40	56	72	43	76
Zbtb49	57	60	39	30	97	26	23	48
Zbtb5	83	84	59	72	82	44	97	94
Zbtb6	95	146	130	136	165	68	112	212
Zbtb7a	384	732	357	329	508	656	474	325
Zbtb7b	197	265	143	158	198	147	154	183
Zbtb7c	6	3	0	3	5	1	7	7
Zbtb8a	11	26	10	9	12	20	9	19
Zbtb8b	0	2	1	0	1	0	1	2
Zbtb8os	68	113	46	72	94	110	95	97
Zbtb9	0	0	0	0	1	0	0	0
Zc2hc1a	115	98	52	65	29	36	51	41
Zc2hc1b	0	1	2	0	1	0	0	0
Zc2hc1c	10	7	3	6	4	4	11	8
Zc3h10	53	67	58	53	66	66	52	67
Zc3h11a	23	43	29	32	34	37	43	28
Zc3h12a	49	54	33	34	46	87	68	77
Zc3h12b	11	16	6	3	4	0	3	4
Zc3h12c	30	33	23	31	45	26	59	45
Zc3h12d	517	573	294	339	367	383	263	340
Zc3h13	288	312	223	221	330	325	281	265
Zc3h14	129	188	81	67	147	107	130	187
Zc3h15	306	312	235	254	347	339	302	354
Zc3h18	190	262	126	163	264	150	266	263
Zc3h3	45	37	14	31	42	33	30	30
Zc3h4	278	302	182	176	271	124	232	260
Zc3h6	21	18	9	19	10	3	19	15
Zc3h7a	1148	1698	986	992	1529	1108	1605	1557
Zc3h7b	47	40	40	38	47	46	28	49
Zc3h8	37	32	29	27	30	27	40	34
Zc3hav1	1686	2053	1326	1216	1703	1534	1200	1444
Zc3hav1l	19	15	10	4	18	3	9	12
Zc3hc1	137	86	74	97	138	127	149	125
Zc4h2	52	15	9	16	10	17	22	22
Zcchc10	39	29	39	40	58	84	58	72
Zcchc11	146	102	78	90	122	88	102	65
Zcchc12	0	2	1	0	1	0	7	0
Zcchc13	0	0	0	0	1	0	0	0
Zcchc14	2	16	4	6	17	9	14	20
Zcchc17	204	225	112	119	166	189	168	223
Zcchc18	9	11	2	2	1	0	4	1
Zcchc2	202	285	149	180	246	249	132	182
Zcchc24	376	408	246	239	319	307	324	240
Zcchc3	6	20	0	3	2	3	1	5
Zcchc4	106	108	60	48	76	78	100	87
Zcchc6	846	1107	593	650	961	728	958	987
Zcchc7	398	533	298	322	520	440	480	492
Zcchc8	324	384	211	243	314	345	288	231
Zcchc9	153	180	129	118	196	281	189	217
Zcrb1	257	303	203	196	245	292	276	277
Zcwpw1	8	8	5	8	15	4	22	21
Zdbf2	3	7	1	2	9	0	8	3
Zdhhc1	49	47	24	39	64	28	34	42
Zdhhc11	2	0	0	1	5	1	1	3
Zdhhc12	87	114	55	46	66	90	123	81
Zdhhc13	336	416	183	217	265	286	399	451
Zdhhc14	9	13	4	9	12	8	12	10
Zdhhc15	6	5	0	10	10	0	2	3
Zdhhc16	129	137	101	99	123	117	160	174
Zdhhc17	144	180	111	106	148	66	129	157
Zdhhc18	60	72	38	34	67	39	33	96
Zdhhc19	0	8	0	2	4	0	0	0
Zdhhc2	2	11	1	8	5	0	2	5
Zdhhc20	710	875	598	746	905	874	841	819
Zdhhc21	209	219	236	206	252	126	343	279
Zdhhc22	2	1	0	7	4	1	5	0
Zdhhc23	15	17	14	11	17	12	17	18
Zdhhc24	35	52	33	44	54	47	35	35
Zdhhc25	0	0	0	0	0	0	0	4
Zdhhc3	546	548	376	392	549	243	774	591
Zdhhc4	200	254	148	130	192	248	276	241
Zdhhc5	156	225	133	134	133	144	225	225
Zdhhc6	436	467	278	313	497	434	462	625
Zdhhc7	598	667	566	361	594	517	634	498
Zdhhc8	4	10	3	2	6	5	5	6
Zdhhc9	416	476	233	274	346	421	366	443
Zeb1	71	112	48	26	90	75	30	40
Zeb2	4691	4938	2824	3301	3938	3276	3776	4450
Zer1	138	122	54	55	72	59	86	93
Zfand1	56	78	38	61	76	70	49	70
Zfand2a	41	38	20	36	59	79	94	70
Zfand2b	159	253	156	145	225	275	206	226
Zfand3	88	96	82	69	86	133	86	137
Zfand4	68	63	51	72	51	58	65	87
Zfand5	648	1230	701	344	635	1313	841	427
Zfand6	556	923	453	330	679	718	491	449
Zfat	58	65	45	62	50	35	60	70
Zfc3h1	343	365	270	255	311	298	399	438
Zfhx2	38	28	24	15	39	19	20	54
Zfhx3	216	250	145	139	157	114	199	212
Zfhx4	9	15	5	5	10	0	10	10
Zfp1	58	26	30	32	31	58	45	57
Zfp101	124	135	107	95	153	90	63	122
Zfp105	5	6	7	15	14	11	26	5
Zfp106	360	531	327	337	511	516	631	544
Zfp108	10	12	1	1	8	12	1	1
Zfp109	24	12	17	6	14	10	14	32
Zfp11	45	46	19	26	28	8	37	41
Zfp110	320	438	240	330	364	277	413	453
Zfp111	37	36	43	58	54	29	42	87
Zfp112	3	8	6	12	24	4	24	10
Zfp113	25	61	26	16	27	7	41	44
Zfp114	6	0	0	0	1	1	2	6
Zfp119a	106	104	110	102	83	81	107	118
Zfp119b	64	87	39	40	52	25	88	108
Zfp12	22	100	52	30	40	62	48	55
Zfp120	509	484	430	476	516	539	543	510
Zfp128	63	39	14	26	43	25	14	25
Zfp13	0	3	1	1	1	0	4	3
Zfp131	248	247	160	160	226	210	215	262
Zfp14	36	30	18	32	29	16	15	22
Zfp141	70	61	50	47	97	61	86	75
Zfp142	166	203	121	159	147	122	163	171
Zfp143	261	433	208	254	308	278	277	350
Zfp146	48	66	37	23	33	17	54	47
Zfp148	308	375	269	259	442	279	309	352
Zfp157	135	231	163	123	155	106	183	150
Zfp160	161	182	161	171	190	60	125	169
Zfp169	154	140	66	76	118	36	109	138
Zfp174	6	38	12	10	11	5	16	25
Zfp180	187	257	149	154	142	125	156	206
Zfp182	254	279	189	229	251	192	254	259
Zfp184	0	2	4	3	8	0	0	9
Zfp185	0	0	0	2	4	5	0	0
Zfp189	61	67	16	34	72	19	29	44
Zfp2	4	1	5	6	12	0	10	1
Zfp202	10	29	16	27	29	17	27	23
Zfp207	1578	1792	1378	1447	1967	2221	1954	2316
Zfp212	85	116	80	106	78	66	67	110
Zfp213	8	20	14	16	22	15	15	19
Zfp217	545	629	357	323	445	317	359	388
Zfp219	33	33	18	21	28	48	35	15
Zfp229	73	43	31	40	41	25	44	50
Zfp235	109	85	32	96	54	34	45	96
Zfp236	190	171	128	112	165	181	149	187
Zfp239	7	0	0	1	8	5	2	4
Zfp24	191	287	152	209	211	111	252	339
Zfp248	11	1	1	3	6	2	14	2
Zfp251	31	69	28	41	52	30	38	59
Zfp26	290	393	186	240	256	150	271	300
Zfp260	344	377	237	213	378	246	219	308
Zfp263	1383	1480	927	949	1129	1781	1341	1655
Zfp266	328	366	214	212	271	241	296	311
Zfp27	51	34	27	25	16	12	41	93
Zfp273	27	37	30	32	63	39	17	46
Zfp275	29	80	27	56	60	16	37	59
Zfp276	325	313	155	221	230	207	269	302
Zfp277	419	459	296	380	416	551	403	489
Zfp28	12	39	4	17	16	18	25	16
Zfp280b	39	32	18	18	33	13	23	40
Zfp280c	168	141	156	155	184	95	184	228
Zfp280d	214	221	114	151	205	171	199	219
Zfp281	229	325	198	231	259	263	321	241
Zfp282	143	109	68	117	137	86	78	119
Zfp286	9	5	6	11	14	3	5	10
Zfp287	43	36	5	17	16	17	39	39
Zfp292	297	448	168	154	355	243	354	217
Zfp296	42	60	25	37	35	15	27	18
Zfp3	29	35	12	23	27	21	26	22
Zfp30	16	6	5	12	9	4	6	3
Zfp300	8	5	7	4	2	0	6	0
Zfp316	49	27	30	16	26	11	26	21
Zfp317	180	239	107	139	180	107	158	192
Zfp318	51	43	31	29	38	38	17	33
Zfp319	112	155	88	88	112	58	124	119
Zfp322a	140	179	106	169	196	128	189	252
Zfp324	36	23	28	29	43	32	39	49
Zfp326	169	112	94	107	155	136	135	173
Zfp329	172	180	120	146	163	121	149	199
Zfp330	204	273	156	202	231	350	339	357
Zfp334	0	1	5	1	6	6	7	2
Zfp335	213	315	159	164	201	289	158	205
Zfp341	11	8	14	11	15	17	9	5
Zfp345	0	0	1	0	1	1	3	0
Zfp346	101	79	83	29	105	62	77	90
Zfp35	268	329	184	179	219	313	260	272
Zfp352	0	0	1	0	1	1	1	3
Zfp354a	1	0	2	2	7	1	6	3
Zfp354b	3	3	0	3	3	2	0	2
Zfp354c	5	11	2	10	11	5	8	18
Zfp358	33	34	21	16	32	31	17	37
Zfp36	1347	1295	837	886	761	7373	922	910
Zfp362	33	44	19	21	42	12	41	30
Zfp365	18	4	1	1	16	2	1	0
Zfp366	27	13	8	3	25	14	11	32
Zfp367	54	50	32	47	64	25	78	47
Zfp369	81	115	59	72	83	91	85	129
Zfp36l1	27	36	6	12	20	151	133	108
Zfp36l2	415	620	348	381	491	726	358	401
Zfp36l3	0	0	0	1	0	2	0	0
Zfp37	3	3	2	2	4	0	8	6
Zfp382	55	19	23	3	18	26	30	48
Zfp383	11	12	12	18	10	12	10	26
Zfp384	156	236	149	155	201	87	196	232
Zfp385a	228	400	183	163	246	233	203	241
Zfp385b	5	7	0	4	12	0	4	9
Zfp385c	9	25	5	23	20	0	10	7
Zfp386	324	363	267	281	366	460	466	457
Zfp39	37	88	39	45	56	19	46	43
Zfp395	19	8	8	6	2	9	10	5
Zfp397	229	240	142	127	260	120	222	274
Zfp398	215	284	118	133	195	194	227	247
Zfp40	38	43	29	57	66	23	41	54
Zfp407	262	203	149	151	221	130	224	246
Zfp408	76	102	27	67	83	55	91	80
Zfp41	21	13	8	18	13	12	24	7
Zfp410	304	310	139	128	271	192	273	286
Zfp414	73	60	45	44	40	91	67	87
Zfp418	36	37	28	46	39	14	18	43
Zfp42	1	1	1	0	3	0	6	2
Zfp420	30	27	28	24	46	18	15	36
Zfp422	161	202	101	105	99	117	163	143
Zfp423	2	5	1	0	3	0	3	1
Zfp426	184	242	160	140	190	136	206	224
Zfp428	6	0	1	1	6	4	1	3
Zfp429	91	103	66	76	60	69	79	128
Zfp433	5	3	5	2	3	0	0	4
Zfp438	22	16	19	14	29	10	16	18
Zfp442	14	10	7	14	17	3	19	9
Zfp444	95	97	56	64	79	87	64	86
Zfp445	557	591	412	479	499	223	590	682
Zfp446	26	25	6	19	11	20	26	20
Zfp449	3	18	0	0	13	2	5	0
